Date,CSIQ,CHF,MCPHY.PA,TPIC,OTLY,CRBN.AS,ENPH,RDUS,EKOP.BR,ALCRB.PA,WAGA.PA,BLKB,SK.PA,Gold,SPWR,UMI.BR,LHYFE.PA,DNQA.F,ALWTR.PA,NK.PA,HASI_x,ALDLT.PA,LEONIA.MI,LIGHT.AS,ECV.DE,LBRE.DE,XYL,ERA.PA,HAIN,ZWS,CABKA.AS,BN.PA,AXS.L,TREX,ALHGR.PA,ALESE.PA,FREY,ACOMO.AS,HASI_y
1989-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.647779,,,,,,,
1989-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.679948,,,,,,,
1989-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.604888,,,,,,,
1989-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.733562,,,,,,,
1989-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.862236,,,,,,,
1989-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.99091,,,,,,,
1989-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.969464,,,,,,,
1989-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.969464,,,,,,,
1989-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.84079,,,,,,,
1989-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.99091,,,,,,,
1989-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.948019,,,,,,,
1989-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.023078,,,,,,,
1989-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.023078,,,,,,,
1989-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.023078,,,,,,,
1989-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.098138,,,,,,,
1989-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.162475,,,,,,,
1989-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.99091,,,,,,,
1989-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.969464,,,,,,,
1989-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.055247,,,,,,,
1989-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.419824,,,,,,,
1989-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.580666,,,,,,,
1989-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.55922,,,,,,,
1989-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.398378,,,,,,,
1989-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.473438,,,,,,,
1989-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.473438,,,,,,,
1989-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.441269,,,,,,,
1989-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.387655,,,,,,,
1989-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.441269,,,,,,,
1989-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.441269,,,,,,,
1989-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.548498,,,,,,,
1989-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.580666,,,,,,,
1989-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.366209,,,,,,,
1989-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.441269,,,,,,,
1989-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.419824,,,,,,,
1989-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.312595,,,,,,,
1989-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.183921,,,,,,,
1989-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.21609,,,,,,,
1989-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.183921,,,,,,,
1989-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.183921,,,,,,,
1989-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.205367,,,,,,,
1989-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.098138,,,,,,,
1989-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.098138,,,,,,,
1989-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.205367,,,,,,,
1989-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.205367,,,,,,,
1989-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.21609,,,,,,,
1989-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.21609,,,,,,,
1989-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.948019,,,,,,,
1989-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.001633,,,,,,,
1989-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.001633,,,,,,,
1989-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.001633,,,,,,,
1989-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.001633,,,,,,,
1989-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.001633,,,,,,,
1989-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.076693,,,,,,,
1989-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.044524,,,,,,,
1989-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.99091,,,,,,,
1989-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.044524,,,,,,,
1989-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.044524,,,,,,,
1989-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.344764,,,,,,,
1989-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.505606,,,,,,,
1989-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.387655,,,,,,,
1989-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.527052,,,,,,,
1989-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.441269,,,,,,,
1989-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.687895,,,,,,,
1989-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.666449,,,,,,,
1989-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.666449,,,,,,,
1989-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.666449,,,,,,,
1989-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.666449,,,,,,,
1989-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.666449,,,,,,,
1989-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.666449,,,,,,,
1989-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.666449,,,,,,,
1989-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.712116,,,,,,,
1989-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.701393,,,,,,,
1989-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.701393,,,,,,,
1989-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.701393,,,,,,,
1989-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.701393,,,,,,,
1989-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.862236,,,,,,,
1989-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.862236,,,,,,,
1989-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.862236,,,,,,,
1989-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.237535,,,,,,,
1989-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.108861,,,,,,,
1989-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.076693,,,,,,,
1989-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.862236,,,,,,,
1989-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.76573,,,,,,,
1989-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.312595,,,,,,,
1989-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.451992,,,,,,,
1989-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.451992,,,,,,,
1989-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.419824,,,,,,,
1989-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.291149,,,,,,,
1989-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.312595,,,,,,,
1989-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.419824,,,,,,,
1989-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.451992,,,,,,,
1989-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.580666,,,,,,,
1989-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.580666,,,,,,,
1989-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.741509,,,,,,,
1989-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.63428,,,,,,,
1989-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.666449,,,,,,,
1989-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.848737,,,,,,,
1989-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.848737,,,,,,,
1989-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00958,,,,,,,
1989-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.116808,,,,,,,
1989-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.138254,,,,,,,
1989-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.660897,,,,,,,
1989-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.299096,,,,,,,
1989-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.414272,,,,,,,
1989-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.489332,,,,,,,
1989-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.44644,,,,,,,
1989-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.266928,,,,,,,
1989-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.339212,,,,,,,
1989-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.221261,,,,,,,
1989-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.124755,,,,,,,
1989-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.103309,,,,,,,
1989-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.103309,,,,,,,
1989-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.253429,,,,,,,
1989-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.253429,,,,,,,
1989-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.253429,,,,,,,
1989-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.167646,,,,,,,
1989-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.167646,,,,,,,
1989-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.146201,,,,,,,
1989-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00958,,,,,,,
1989-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.998857,,,,,,,
1989-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.998857,,,,,,,
1989-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.266928,,,,,,,
1989-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.224037,,,,,,,
1989-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.106085,,,,,,,
1989-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.106085,,,,,,,
1989-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.266928,,,,,,,
1989-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.384879,,,,,,,
1989-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.42777,,,,,,,
1989-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.492107,,,,,,,
1989-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.567167,,,,,,,
1989-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.534999,,,,,,,
1989-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.642227,,,,,,,
1989-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.610059,,,,,,,
1989-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.492107,,,,,,,
1989-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.481385,,,,,,,
1989-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.438493,,,,,,,
1989-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.031025,,,,,,,
1989-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.170422,,,,,,,
1989-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.320542,,,,,,,
1989-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.266928,,,,,,,
1989-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.170422,,,,,,,
1989-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.170422,,,,,,,
1989-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.213314,,,,,,,
1989-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.063194,,,,,,,
1989-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.224037,,,,,,,
1989-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.106085,,,,,,,
1989-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.93452,,,,,,,
1989-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.762954,,,,,,,
1989-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.612835,,,,,,,
1989-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.816569,,,,,,,
1989-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.955966,,,,,,,
1989-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.106085,,,,,,,
1989-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.406325,,,,,,,
1989-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.299096,,,,,,,
1989-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.331265,,,,,,,
1989-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.773677,,,,,,,
1989-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.93452,,,,,,,
1989-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.93452,,,,,,,
1989-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.93452,,,,,,,
1989-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.93452,,,,,,,
1989-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.93452,,,,,,,
1989-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.494883,,,,,,,
1989-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.366209,,,,,,,
1989-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.344764,,,,,,,
1989-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.055247,,,,,,,
1989-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.001633,,,,,,,
1989-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.044524,,,,,,,
1989-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.701393,,,,,,,
1989-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.258981,,,,,,,
1989-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.258981,,,,,,,
1989-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.258981,,,,,,,
1989-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.366209,,,,,,,
1989-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.205367,,,,,,,
1989-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.044524,,,,,,,
1989-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.08464,,,,,,,
1989-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.299096,,,,,,,
1989-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.588613,,,,,,,
1989-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.588613,,,,,,,
1989-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.513553,,,,,,,
1989-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.513553,,,,,,,
1989-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.513553,,,,,,,
1989-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.674396,,,,,,,
1989-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.674396,,,,,,,
1989-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.674396,,,,,,,
1989-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.610059,,,,,,,
1989-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.931744,,,,,,,
1989-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.888853,,,,,,,
1989-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.762954,,,,,,,
1989-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.720063,,,,,,,
1989-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.880906,,,,,,,
1989-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.191868,,,,,,,
1989-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.191868,,,,,,,
1989-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.191868,,,,,,,
1989-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.384879,,,,,,,
1989-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.384879,,,,,,,
1989-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.384879,,,,,,,
1989-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.513553,,,,,,,
1989-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.513553,,,,,,,
1989-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.352711,,,,,,,
1989-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.331265,,,,,,,
1989-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.331265,,,,,,,
1989-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.138254,,,,,,,
1989-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.063194,,,,,,,
1989-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.224037,,,,,,,
1989-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.138254,,,,,,,
1989-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.299096,,,,,,,
1989-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.374156,,,,,,,
1989-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.42777,,,,,,,
1989-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.42777,,,,,,,
1989-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.492107,,,,,,,
1989-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.588613,,,,,,,
1989-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.749456,,,,,,,
1989-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.663673,,,,,,,
1990-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.663673,,,,,,,
1990-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.663673,,,,,,,
1990-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.663673,,,,,,,
1990-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.663673,,,,,,,
1990-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.663673,,,,,,,
1990-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.663673,,,,,,,
1990-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.663673,,,,,,,
1990-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.663673,,,,,,,
1990-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.663673,,,,,,,
1990-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.663673,,,,,,,
1990-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.663673,,,,,,,
1990-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.663673,,,,,,,
1990-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.663673,,,,,,,
1990-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.663673,,,,,,,
1990-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.663673,,,,,,,
1990-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.663673,,,,,,,
1990-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.663673,,,,,,,
1990-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.663673,,,,,,,
1990-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.663673,,,,,,,
