11.113278,1.155343
11.374664,1.120963
11.551031,1.138557
11.150940,1.151396
11.794498,1.169375
11.780646,1.174935
11.488393,1.159923
11.261379,1.159073
11.233023,1.176674
11.078307,1.164453
11.323382,1.190265
11.439126,1.209984
11.428692,1.205037
11.748443,1.219150
11.792552,1.188976
12.045922,1.209512
11.929243,1.210321
11.904029,1.202417
11.633546,1.212243
11.649004,1.235282
11.707209,1.279542
11.872589,1.299575
11.574876,1.323679
11.441255,1.339654
11.597459,1.338771
11.500356,1.305763
11.129722,1.307380
10.755024,1.315427
11.003180,1.321636
10.804067,1.299945
10.938096,1.304388
10.905425,1.283747
10.672266,1.276710
10.705257,1.278706
10.862935,1.291276
10.666124,1.282480
10.887638,1.281436
10.614116,1.295315
10.473691,1.290822
10.214677,1.336515
10.045481,1.323890
10.593451,1.344363
10.608900,1.360133
10.227389,1.351722
10.190250,1.359384
10.306616,1.384172
10.590437,1.339978
10.570363,1.336613
10.603053,1.342286
10.673447,1.379833
10.955293,1.372053
10.853732,1.346989
11.029435,1.364676
10.654382,1.327073
10.599119,1.346461
10.354155,1.334533
10.585296,1.319937
10.665144,1.327711
10.531205,1.325690
10.334284,1.309269
10.333726,1.305556
10.002963,1.306301
10.066605,1.310594
10.243531,1.325909
10.066861,1.307717
10.084633,1.308107
10.200757,1.271414
10.412705,1.292896
10.261075,1.309005
10.133147,1.310521
10.288909,1.331521
10.275551,1.327683
10.068866,1.351002
9.995796,1.378199
9.649760,1.379771
9.502116,1.371892
9.513699,1.362481
9.723072,1.356151
9.728166,1.360732
9.826149,1.359022
9.933136,1.333099
9.576291,1.318385
9.321744,1.346147
9.603394,1.360488
9.635549,1.371238
9.577712,1.357099
9.353223,1.369210
9.215407,1.334856
9.277331,1.316843
9.197964,1.329802
9.132040,1.349823
8.939427,1.326497
8.754246,1.319331
8.605310,1.321409
8.464465,1.331418
8.332358,1.334028
8.510208,1.329597
8.651863,1.336934
8.525486,1.346164
8.375365,1.351601
8.289353,1.346735
8.240557,1.338328
7.955081,1.349912
7.735308,1.347490
7.736101,1.322863
7.762604,1.328322
7.801669,1.310736
7.990914,1.294605
8.027860,1.299738
7.766654,1.309161
7.975596,1.305266
7.982350,1.328976
8.068942,1.317811
8.249582,1.308777
8.265674,1.287701
8.296371,1.280200
8.413557,1.286067
8.395283,1.289052
8.211390,1.279373
8.054532,1.275845
7.977416,1.262388
8.150841,1.266068
8.009939,1.250322
8.170777,1.262205
8.248518,1.256938
8.021064,1.259811
7.904635,1.265713
7.535599,1.264956
7.705855,1.288167
7.830674,1.314878
7.825653,1.312545
7.837064,1.350338
7.600375,1.333917
7.388782,1.296644
7.721893,1.312581
7.771829,1.304076
7.750312,1.302753
7.826488,1.286976
7.844746,1.277886
7.670442,1.275848
7.621089,1.265433
7.902583,1.272798
8.058207,1.296429
8.389701,1.312877
8.300394,1.315921
8.806757,1.308493
8.972796,1.293271
8.920787,1.293709
8.904348,1.284269
8.908693,1.296158
9.157194,1.327563
8.993727,1.360672
9.018163,1.355451
8.957960,1.358486
8.732211,1.365113
8.665185,1.378068
8.500974,1.383013
8.690155,1.386643
8.911683,1.397299
9.220369,1.399869
8.865217,1.386803
8.679970,1.383611
8.610844,1.374243
8.785987,1.397016
8.834163,1.394141
9.142717,1.406374
8.893125,1.407490
8.750840,1.431947
8.631621,1.418577
8.573894,1.412268
8.577009,1.408010
8.606208,1.405129
8.696934,1.381431
8.552412,1.368825
8.520403,1.363500
8.450031,1.365334
8.523055,1.385414
8.254237,1.378308
8.063638,1.387313
7.845563,1.379321
8.025616,1.373851
7.816490,1.352997
7.594565,1.344090
7.439739,1.350033
7.516059,1.366001
7.500787,1.366739
7.572503,1.406145
7.775605,1.400858
7.711081,1.400729
7.772149,1.385345
7.836800,1.379889
8.066000,1.393360
8.128074,1.386194
8.007753,1.381991
7.800108,1.405486
7.865982,1.407975
7.906010,1.375737
7.979809,1.354678
7.989161,1.364310
7.960357,1.374953
7.979491,1.388691
8.081366,1.398314
8.377605,1.391932
8.367696,1.413013
8.430555,1.424210
8.418576,1.418156
8.588628,1.392793
8.595543,1.390753
8.602100,1.373273
8.373845,1.360500
8.171360,1.332805
8.647562,1.343711
8.709886,1.355067
8.791457,1.360894
8.516112,1.332007
8.290059,1.368406
8.180191,1.375426
8.169054,1.364182
8.143642,1.376701
8.298913,1.383972
8.322823,1.412591
8.501243,1.416030
8.732207,1.425386
8.998314,1.450019
9.086146,1.423027
9.240661,1.419321
9.322664,1.411203
9.370649,1.416783
9.493009,1.399646
9.409665,1.397533
9.430307,1.368793
9.690646,1.339429
9.746485,1.350318
9.664046,1.343219
9.777240,1.338538
9.618199,1.332194
9.432704,1.339302
9.216203,1.344811
9.198826,1.346793
9.336814,1.348288
9.050156,1.301614
9.142535,1.329333
9.156428,1.364055
9.144340,1.385627
9.324088,1.386190
9.649258,1.390379
9.855215,1.400620
9.948246,1.407592
9.556178,1.394244
9.822838,1.404765
9.993411,1.422905
10.174776,1.447074
10.038670,1.458485
10.035203,1.443192
10.043396,1.441720
9.839018,1.454955
9.748199,1.460963
9.429667,1.456607
9.500400,1.463359
9.548622,1.476171
9.375487,1.514640
9.423602,1.519522
9.671299,1.498639
9.838501,1.522653
9.752442,1.531559
9.631840,1.507866
9.347688,1.523621
9.269978,1.536526
9.190085,1.520189
8.798854,1.499646
